"#","Qty","Reference","Value","Tolerance","Footprint","TempCo","Voltage","DNP","OEPS PN","MPN","LCSC","OEPS Description"
"1","12","J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12","DF40C-70DP-0.4V(51)","","jonnew:HIROSE_DF40C70DP04V51","","","","OEPS070068","DF40C-70DP-0.4V(51)","C2692097","CONNECTOR:   HIROSE PLUG 70POS GOLD (OEPS M01 055)   [DF40C-70DP-0.4V(51)] [SMD]"
